POCO;Recebidos;Geoquímica de rocha;Geoquímica de fluido;Dados de rocha e fluido;CADASTRO;OPERADOR;POCO_OPERADOR;ESTADO;BACIA;BLOCO;SIG_CAMPO;CAMPO;TERRA_MAR;POCO_POS_ANP;TIPO;CATEGORIA;RECLASSIFICACAO;SITUACAO;INICIO;TERMINO;CONCLUSAO;TITULARIDADE;LATITUDE_BASE_4C;LONGITUDE_BASE_4C;LATITUDE_BASE_DD;LONGITUDE_BASE_DD;DATUM_HORIZONTAL;TIPO_DE_COORDENADA_DE_BASE;DIRECAO;PROFUNDIDADE_VERTICAL_M;PROFUNDIDADE_SONDADOR_M;PROFUNDIDADE_MEDIDA_M;REFERENCIA_DE_PROFUNDIDADE;MESA_ROTATIVA;COTA_ALTIMETRICA_M;LAMINA_D_AGUA_M;DATUM_VERTICAL;UNIDADE_ESTRATIGRAFICA;GEOLOGIA_GRUPO_FINAL;GEOLOGIA_FORMACAO_FINAL;GEOLOGIA_MEMBRO_FINAL;CDPE;AGP;PC;PAG;PERFIS_CONVENCIONAIS;DURANTE_PERFURACAO;PERFIS_DIGITAIS;PERFIS_PROCESSADOS;PERFIS_ESPECIAIS;AMOSTRA_LATERAL;SISMICA;TABELA_TEMPO_PROFUNDIDADE;DADOS_DIRECIONAIS;TESTE_A_CABO;TESTE_DE_FORMACAO;CANHONEIO;TESTEMUNHO;GEOQUIMICA;SIG_SONDA;NOM_SONDA;ATINGIU_PRESAL;DHA_ATUALIZACAO
1-SPS-17-SP;x;x;;x;8.63161E+11;;1SPS 0017  SP;SP;Santos;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;29289;29367;29367;Público;-25:34:39,852;-46:19:46,973;-25.57773667;-46.32971472;SIRGAS2000;Definitiva;Vertical;;5469;;MR;12.5;;130.8;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;BENO                          ;;;44899.20838
1-SPS-18-SP;x;;;x;8.63161E+11;;1SPS 0018  SP;SP;Santos;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;29350;29459;29459;Público;-24:35:09,640;-44:35:19,043;-24.58601111;-44.58862306;SIRGAS2000;Definitiva;Vertical;;4087;;MR;27.39999;;165;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;S702                          ;;;44899.20838
1-SPS-21-SP;x;;;x;8.63161E+11;Petrobras;1SPS 0021  SP;SP;Santos;MLZ;MLZ  ;MERLUZA;M;N;1;Pioneiro;PRODUTOR SUBCOMERCIAL DE PETRÓLEO;ABANDONADO POR LOGÍSTICA EXPLORATÓRIA;30030;30103;30103;Público;-25:18:20,435;-45:14:56,753;-25.30567639;-45.24909806;SIRGAS2000;Definitiva;Vertical;;4657;;MR;12.6;;136.9;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PELR                          ;;;44899.20838
1-SPS-4A-SP;x;;;;8.6316E+11;;1SPS 0004A SP;SP;Santos;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;26718;26791;26791;Público;-24:34:19,791;-45:14:50,471;-24.57216417;-45.24735306;SIRGAS2000;Definitiva;Vertical;;2855;;MR;12;;80;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;NS-2                          ;;;44899.20838
1-SPS-5-SP;x;;;x;8.6316E+11;;1SPS 0005  SP;SP;Santos;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO POR LOGÍSTICA EXPLORATÓRIA;27031;27118;27118;Público;-25:23:34,359;-45:03:53,198;-25.3928775;-45.06477722;SIRGAS2000;Definitiva;Vertical;;4441;;MR;12;;160;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;NS-2                          ;;;44899.20838
1-SPS-6-SP;x;x;;x;8.63161E+11;;1SPS 0006  SP;SP;Santos;Brasil;;;M;N;1;Pioneiro;PRODUTOR SUBCOMERCIAL DE PETRÓLEO;ABANDONADO PERMANENTEMENTE;28958;29083;29083;Público;-24:24:24,101;-44:14:08,325;-24.40669472;-44.23564583;SIRGAS2000;Definitiva;Vertical;;5595;;MR;15;;343;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;CHAN                          ;;;44899.20838
1-SPS-8-SP;x;;;;8.63161E+11;;1SPS 0008  SP;SP;Santos;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;28877;28977;28977;Público;-25:39:59,498;-45:22:56,799;-25.66652722;-45.38244417;SIRGAS2000;Definitiva;Vertical;;4374;;MR;25;;158.5;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SS-87;TRANSOCEAN 706;;44899.20838
1-SPS-9-SP;x;;;;8.63161E+11;;1SPS 0009  SP;SP;Santos;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;28465;28577;28577;Público;-25:51:13,932;-45:36:35,098;-25.85387;-45.60974944;SIRGAS2000;Definitiva;Vertical;;5003;;MR;25;;230;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SS-87;TRANSOCEAN 706;;44899.20838
1-TB-1-SE;x;;;;9.012E+11;;1TB  0001  SE;SE;Sergipe;Brasil;;;T;N;1;Pioneiro;SECO SEM INDÍCIOS;DEVOLVIDO;31927;31960;31960;Público;-10:52:18,256;-37:09:35,394;-10.87173778;-37.15983167;SIRGAS2000;Definitiva;Vertical;;2360;;MR;42;;;;;;;;;;Existe;;;;Existe;;;;Existe;Existe;;;;;;Existe;SC-24;SONDA CONVENCIONAL 24;;44899.20838
2-RAST-2-BA;x;;;;2.0215E+11;;2RAST0002  BA;BA;Tucano Norte;Brasil;;;T;N;2;Estratigráfico;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;23704;23825;23825;Público;-09:44:02,488;-38:40:53,692;-9.734024444;-38.68158111;SIRGAS2000;Definitiva;Vertical;;3634.6;;MR;602;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SC-50;SONDA CONVENCIONAL 50;;44899.20838
2-SJST-1-AL;x;;;;81150008200;;2SJST0001  AL;AL;Alagoas;Brasil;;;T;N;2;Estratigráfico;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;22358;22393;22393;Público;-09:56:22,413;-36:03:42,631;-9.939559167;-36.06184194;SIRGAS2000;Definitiva;Vertical;;;;MR;72;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SC-59;SONDA CONVENCIONAL 59;;44899.20838
2-SQST-1-BA;x;;;;2.022E+11;;2SQST0001  BA;BA;Tucano Central;Brasil;;;T;N;2;Estratigráfico;ABANDONADO POR OBJETIVO/ALVO NÃO ATINGIDO;ABANDONADO PERMANENTEMENTE;24919;25068;25068;Público;-10:22:01,667;-38:15:13,334;-10.36712972;-38.25370389;SIRGAS2000;Definitiva;Vertical;;4228.8;;MR;365;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SC-57;SONDA CONVENCIONAL 57;;44899.20838
3-BJ-3-RJS;x;;;;2.022E+11;;2SQST0001  BA;BA;Tucano Central;Brasil;;;T;N;2;Estratigráfico;ABANDONADO POR OBJETIVO/ALVO NÃO ATINGIDO;ABANDONADO PERMANENTEMENTE;24919;25068;25068;Público;-10:22:01,667;-38:15:13,334;-10.36712972;-38.25370389;SIRGAS2000;Definitiva;Vertical;;4228.8;;MR;365;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SC-57;SONDA CONVENCIONAL 57;;44899.20838
3-BR-1-RJS;x;;;;7.4281E+11;Petrobras;3BR  0001  RJS;RJ;Campos;BR;BR   ;BARRACUDA;M;N;3;Extensão;SECO COM INDÍCIOS DE PETRÓLEO;ABANDONADO PERMANENTEMENTE;33839;33863;33863;Público;-22:31:03,956;-40:14:11,006;-22.51776556;-40.23639056;SIRGAS2000;Definitiva;Vertical;0;3170;0;MR;12;0;750;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;NS-09;S. C. LANCER;;44899.20838
3-BR-4-RJS;x;;;x;7.4281E+11;Petrobras;3BR  0004  RJS;RJ;Campos;BR;BR   ;BARRACUDA;M;N;3;Extensão;PRODUTOR SUBCOMERCIAL DE PETRÓLEO;ABANDONADO PERMANENTEMENTE;33960;33981;33981;Público;-22:35:59,819;-40:17:51,115;-22.59994972;-40.29753194;SIRGAS2000;Definitiva;Vertical;;3012;;MR;12;;820;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;NS-11;PARAGON DPDS1 (NOBLE PHOENIX);;44899.20838
3-BR-8-RJS;x;;;;7.4281E+11;Petrobras;3BR  0008  RJS;RJ;Campos;BR;BR   ;BARRACUDA;M;N;3;Extensão;EXTENSÃO PARA PETRÓLEO;INJETANDO;34049;34068;34068;Público;-22:32:33,768;-40:16:24,927;-22.54271333;-40.27359083;SIRGAS2000;Definitiva;Vertical;;3400;;MR;12;;747;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;NS-11;PARAGON DPDS1 (NOBLE PHOENIX);;44899.20838
3-CAC-4-RN;x;;;;7.21E+11;Potiguar E&P S.A.;3CAC 0004  RN;RN;Potiguar;CAC;CAC  ;CACHOEIRINHA;T;N;3;Extensão;EXTENSÃO PARA PETRÓLEO;PRODUZINDO;31726;31765;31827;Público;-05:36:32,054;-37:30:20,390;-5.608903889;-37.50566389;SIRGAS2000;Definitiva;Vertical;0;1961;0;MR;116;0;0;NM;;;;;;;Existe;;;;Existe;;;;;;;;;;;Existe;UN-3                          ;;I;44899.20838
3-CRT-5-RJS;x;;;x;7.4281E+11;Petrobras;3CRT 0005  RJS;RJ;Campos;CRT;CRT  ;CARATINGA;M;N;3;Extensão;EXTENSÃO PARA PETRÓLEO;ABANDONADO PERMANENTEMENTE;34719;34749;34749;Público;-22:40:41,425;-40:15:29,901;-22.67817361;-40.25830583;SIRGAS2000;Definitiva;Vertical;;3865;;MR;30;;1028;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SS42                          ;;;44899.20838
3-MLS-1-RJS;x;;;;7.4281E+11;Petrobras;3MLS 0001  RJS;RJ;Campos;MLS;MLS  ;MARLIM SUL;M;N;3;Extensão;EXTENSÃO PARA PETRÓLEO;ABANDONADO PERMANENTEMENTE;34388;34415;34415;Público;-22:29:39,155;-40:02:28,539;-22.49420972;-40.04126083;SIRGAS2000;Definitiva;Vertical;;2944;;MR;14;;1015;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;NS-15;PARAGON DPDS3 (NOBLE ROGER EASON);;44899.20838
3-PIA-23-AL;x;;;;81150348700;;3PIA 0023  AL;AL;Alagoas;;PIA  ;PIAÇABUÇU;T;N;3;Extensão;DESCOBRIDOR DE NOVA JAZIDA PETRÓLEO;PRODUZINDO;32154;32174;32174;Público;-10:23:42,362;-36:20:15,442;-10.39510056;-36.33762278;SIRGAS2000;Definitiva;Vertical;;0;;MR;8;0;0;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SC-26;SONDA CONVENCIONAL 26;;44899.20838
3-PML-8-RN;x;;;;7.21001E+11;3R Areia;3PML 0008  RN;RN;Potiguar;PML;PML  ;PONTA DO MEL;T;N;3;Extensão;EXTENSÃO PARA PETRÓLEO;FECHADO;32109;32123;32123;Público;-04:57:58,091;-36:53:39,565;-4.966136389;-36.89432361;SIRGAS2000;Definitiva;Vertical;;1880;;MR;91;;;;;;;;;;Existe;;;;Existe;;;;;;;;;;;Existe;CP-2                          ;;;44899.20838
3-RJS-479-RJS;x;;;;7.4281E+11;Petrobras;3RJS 0479  RJ;RJ;Campos;CG;CG   ;CONGRO;M;N;3;Extensão;SECO COM INDÍCIOS DE GÁS NATURAL E CONDENSADO;ABANDONADO PERMANENTEMENTE;34134;34158;34158;Público;-22:31:08,417;-40:21:15,920;-22.51900472;-40.35442222;SIRGAS2000;Definitiva;Vertical;0;2931;0;MR;12;0;512;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;NS-11;PARAGON DPDS1 (NOBLE PHOENIX);;44899.20838
3-RJS-483A-RJS;x;;;;7.4281E+11;Petrobras;3RJS 0483A RJ;RJ;Campos;MLS;MLS  ;MARLIM SUL;M;N;3;Extensão;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;34148;34171;34171;Público;-22:31:36,833;-40:09:16,175;-22.52689806;-40.15449306;SIRGAS2000;Definitiva;Vertical;0;3120;0;MR;14;0;906;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;NS-15;PARAGON DPDS3 (NOBLE ROGER EASON);;44899.20838
3-RO-2-RJS;x;;;x;7.4281E+11;Petrobras;3RO  0002  RJS;RJ;Campos;RO;RO   ;RONCADOR;M;N;3;Extensão;INDEFINIDO;ABANDONADO PERMANENTEMENTE;35808;35871;35871;Público;-21:54:10,189;-39:46:30,158;-21.90283028;-39.77504389;SIRGAS2000;Definitiva;Vertical;;3673;;MR;12;;1583;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;NS-16;PEREGRINE I;;44899.20838
3-RO-5-RJS;x;;;x;7.4281E+11;Petrobras;3RO  0005  RJS;RJ;Campos;RO;RO   ;RONCADOR;M;N;3;Extensão;INDEFINIDO;ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO;35916;36054;36054;Público;-21:54:24,307;-39:45:04,400;-21.90675194;-39.75122222;SIRGAS2000;Definitiva;Vertical;;3502;;MR;14;;1681;NM;;;;;;Existe;Existe;;;;Existe;;;;Existe;Existe;;;;;;Existe;NS-17;PARAGON DPDS2 (NOBLE LEO SEGERIUS);;44899.20838
6-CRT-7-RJS;x;;;;7.4281E+11;Petrobras;6CRT 0007  RJS;RJ;Campos;CRT;CRT  ;CARATINGA;M;N;6;Jazida Mais Profunda;EXTENSÃO PARA PETRÓLEO;ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO;34699;34729;34729;Público;-22:39:13,396;-40:11:10,031;-22.65372111;-40.18611972;SIRGAS2000;Definitiva;Vertical;0;4062;0;MR;12;0;1098;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;NS-09;S. C. LANCER;;44899.20838
6-RJS-459-RJ;x;;;x;7.4281E+11;Petrobras;6RJS 0459  RJ;RJ;Campos;BR;BR   ;BARRACUDA;M;N;6;Jazida Mais Profunda;EXTENSÃO PARA PETRÓLEO;ABANDONADO PERMANENTEMENTE;34042;34077;34077;Público;-22:36:12,567;-40:14:20,453;-22.60349083;-40.23901472;SIRGAS2000;Definitiva;Vertical;;3696;;MR;30;;920;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SS42                          ;;;44899.20838
6-TM-54-AL;x;;;x;81150328300;Petrosynergy;6TM  0054  AL;AL;Alagoas;TM;TM   ;TABULEIRO DOS MARTINS;T;N;6;Jazida Mais Profunda;PRODUTOR COMERCIAL DE PETRÓLEO;ARRASADO;31783;31876;31876;Público;-09:36:37,995;-35:45:29,199;-9.610554167;-35.75811083;SIRGAS2000;Definitiva;Vertical;;;;MR;82;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;ET-2                          ;;;44899.20838
1-BRSA-1080-CES;x;x;;x;30096026232;Petrobras;1CES158;CE;Ceará;BM-CE-2;;;M;S;1;Pioneiro;DESCOBRIDOR DE NOVA JAZIDA PETRÓLEO;ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO;41041;41148;41165;Público;-02:49:02,122;-38:36:56,000;-2.817256111;-38.61555556;SIRGAS2000;Definitiva;Vertical;-5944;5973;5973;MR;28;0;2130;NM;;;;;Existe;;Existe;Existe;Existe;Existe;;Existe;;Existe;Existe;;Existe;Existe;Existe;;;Existe;SS-75;OCEAN COURAGE;N;44899.20838
1-BRSA-114-SPS;x;;;x;86316019694;Petrobras;1SPS34;SP;Santos;BS-400;;;M;S;1;Pioneiro;ABANDONADO POR OUTRAS RAZÕES;ABANDONADO PERMANENTEMENTE;37204;37238;37248;Público;-25:10:56,529;-44:28:42,757;-25.18236917;-44.47854361;SIRGAS2000;Definitiva;Vertical;;5451;;MR;14;0;1642;NM;;;;;Existe;Existe;Existe;;;Existe;Existe;;;;Existe;;Existe;;;;Existe;Existe;NS-14;DISCOVER SEVEN SEAS;N;44899.20838
1-BRSA-122-RJS;x;;;;74316019758;Petrobras;1RJS576;RJ;Santos;BS-500;;;M;S;1;Pioneiro;INDEFINIDO;ABANDONADO PERMANENTEMENTE;37249;37273;37276;Público;-24:36:29,987;-42:52:08,317;-24.60832972;-42.86897694;SIRGAS2000;Definitiva;Vertical;;4029;;MR;18;0;1704;NM;;;;;Existe;Existe;Existe;;Existe;Existe;;;;;Existe;;Existe;;;;;Existe;NS-14;DISCOVER SEVEN SEAS;S;44899.20838
1-BRSA-124-RJS;x;x;;x;74316019760;Petrobras;1RJS577;RJ;Santos;BS-500;;;M;S;1;Pioneiro;SECO COM INDÍCIOS DE PETRÓLEO E GÁS NATURAL;ABANDONADO PERMANENTEMENTE;37250;37319;37326;Público;-24:23:15,333;-43:04:43,363;-24.3875925;-43.07871194;SIRGAS2000;Definitiva;Vertical;;5637;;MR;14;0;1202;NM;;;;;Existe;Existe;Existe;;Existe;Existe;;;;;Existe;;Existe;;;;;Existe;NS-21;OCEAN CLIPPER;N;44899.20838
1-BRSA-157-RJS;x;x;x;x;74316020094;Petrobras;1RJS586;RJ;Santos;BS-500;CAR  ;CARAPIA;M;S;1;Pioneiro;PRODUTOR COMERCIAL DE PETRÓLEO;ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO;37456;37467;37480;Público;-24:28:38,156;-42:47:43,145;-24.47726556;-42.79531806;SIRGAS2000;Definitiva;Vertical;0;3157;3157;MR;18;0;1522;NM;;;;;Existe;Existe;Existe;;Existe;Existe;;;Existe;;;;Existe;;;;;Existe;NS-21;OCEAN CLIPPER;I;44899.20838
1-BRSA-53-RJS;x;x;x;x;74316019303;Petrobras;1RJS551;RJ;Santos;BS-500;TMB  ;TAMBUATÁ;M;S;1;Pioneiro;DESCOBRIDOR DE CAMPO COM PETRÓLEO;ABANDONADO PERMANENTEMENTE;36960;37001;37029;Público;-24:20:35,300;-42:24:35,175;-24.34313889;-42.40977083;SIRGAS2000;Definitiva;Vertical;4503;4527;4527;MR;24;0;1489;NM;;;;;Existe;Existe;Existe;;;Existe;Existe;;;;Existe;;Existe;;;;Existe;Existe;NS-14;DISCOVER SEVEN SEAS;I;44899.20838
1-BSS-55-PRS;_;;;;2.2316E+11;Petrobras;1BSS 0055  BS;PR;Santos;EM;EM   ;ESTRELA DO MAR;M;N;1;Pioneiro;DESCOBRIDOR DE CAMPO COM PETRÓLEO;ABANDONADO PERMANENTEMENTE;32915;32979;32979;Público;-26:31:43,119;-46:52:13,061;-26.52864417;-46.87029472;SIRGAS2000;Definitiva;Vertical;0;5327;0;MR;27;0;145.5;NM;;;;;;Existe;Existe;;;;Existe;;;;Existe;Existe;;;;;;Existe;P-23;PETROBRAS  XXIII;;44899.20838
1-BSS-56-BS;_;;;;2.2316E+11;Petrobras;1BSS 0056  BS;PR;Santos;CRL;CRL  ;CORAL;M;N;1;Pioneiro;DESCOBRIDOR DE CAMPO COM PETRÓLEO;ABANDONADO AGUARDANDO ABANDONO DEFINITIVO/ARRASAMENTO;33000;33120;33120;Público;-26:38:52,728;-46:52:25,655;-26.64798;-46.87379306;SIRGAS2000;Definitiva;Vertical;;5308;;MR;25;;152;NM;;;;;;Existe;Existe;;;;;;;;;;;;;;;;;;;
1-BSS-57-BS;x;x;;x;2.2316E+11;;1BSS 0057  BS;SP;Santos;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO POR LOGÍSTICA EXPLORATÓRIA;33204;33315;33315;Público;-26:19:32,454;-46:46:39,357;-26.32568167;-46.77759917;SIRGAS2000;Definitiva;Vertical;;5550;;MR;25;;151;NM;;;;;;Existe;Existe;;;;Existe;;;;Existe;Existe;;;;;;Existe;P-16;PETROBRAS XVI;;44899.20838
1-BSS-58-PRS;_;;;;2.2316E+11;;1BSS 0058  BS;PR;Santos;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;33221;33465;33465;Público;-26:38:45,634;-46:35:58,597;-26.64600944;-46.59961028;SIRGAS2000;Definitiva;Vertical;0;5567;0;MR;27;0;268;NM;;;;;;Existe;Existe;;;;Existe;;;;Existe;Existe;;;;;;Existe;P-23;PETROBRAS  XXIII;;44899.20838
1-BSS-60-PRS;x;x;;x;2.2316E+11;Petrobras;1BSS 0060  BS;PR;Santos;CRV;CRV  ;CARAVELA;M;N;1;Pioneiro;PRODUTOR SUBCOMERCIAL DE PETRÓLEO;ABANDONADO PERMANENTEMENTE;34702;34759;34759;Público;-26:41:37,817;-46:46:04,737;-26.69383806;-46.7679825;SIRGAS2000;Definitiva;Vertical;0;5688;0;MR;26;0;187;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;P-23;PETROBRAS  XXIII;;44899.20838
1-BSS-62-BS;x;;;x;2.2316E+11;;1BSS 0062  BS;SP;Santos;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO POR LOGÍSTICA EXPLORATÓRIA;33415;33471;33471;Público;-24:34:10,126;-44:28:43,403;-24.56947944;-44.47872306;SIRGAS2000;Definitiva;Vertical;;4781;;MR;25;;263;NM;;;;;;Existe;Existe;;;;Existe;;;;Existe;Existe;;;;;;Existe;P-16;PETROBRAS XVI;;44899.20838
1-BSS-63-SPS;_;;;;2.2316E+11;;1BSS 0063  BS;SP;Santos;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO POR LOGÍSTICA EXPLORATÓRIA;33487;33546;33546;Público;-25:35:10,822;-46:06:03,830;-25.58633944;-46.10106389;SIRGAS2000;Definitiva;Vertical;0;5325;0;MR;27;0;136;NM;;;;;;Existe;Existe;;;;Existe;;;;Existe;Existe;;;;;;Existe;P-23;PETROBRAS  XXIII;;44899.20838
1-BSS-64-PRS;x;;;;2.2316E+11;Petrobras;1BSS 0064  BS;PR;Santos;CRV;CRV  ;CARAVELA;M;N;1;Pioneiro;DESCOBRIDOR DE CAMPO COM PETRÓLEO;ABANDONADO PERMANENTEMENTE;33671;33756;33756;Público;-26:46:28,852;-46:46:58,692;-26.77468111;-46.78297;SIRGAS2000;Definitiva;Vertical;0;5383;0;MR;27;0;195;NM;;;;;;Existe;Existe;;;;Existe;;;;Existe;Existe;;;;;;Existe;P-23;PETROBRAS  XXIII;;44899.20838
1-BSS-65-SCS;_;;;;2.2316E+11;Petrobras;1BSS 0065  BS;SC;Santos;BS-3;CVM  ;CAVALO-MARINHO;M;N;1;Pioneiro;PRODUTOR SUBCOMERCIAL DE PETRÓLEO;ABANDONADO PERMANENTEMENTE;33504;33588;33588;Público;-26:52:24,678;-46:51:12,792;-26.87352167;-46.85355333;SIRGAS2000;Definitiva;Vertical;;5780;;MR;25;0;181;NM;;;;;;Existe;Existe;;;;Existe;;;;Existe;Existe;;;;;;Existe;P-16;PETROBRAS XVI;;44899.20838
1-BSS-66-RJS;_;;;;2.2316E+11;;1BSS 0066  BS;RJ;Santos;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO POR LOGÍSTICA EXPLORATÓRIA;33501;33528;33528;Público;-23:54:26,993;-42:08:43,299;-23.90749806;-42.14536083;SIRGAS2000;Definitiva;Vertical;0;3417;0;MR;12;0;831;NM;;;;;;Existe;Existe;;;;Existe;;;;Existe;Existe;;;;;;Existe;NS-09;S. C. LANCER;;44899.20838
1-BSS-67-SPS;_;;;;2.2316E+11;;1BSS 0067  BS;SP;Santos;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO POR LOGÍSTICA EXPLORATÓRIA;33800;33858;33858;Público;-25:25:37,857;-45:33:34,921;-25.4271825;-45.55970028;SIRGAS2000;Definitiva;Vertical;0;5202;0;MR;27;0;132;NM;;;;;;;Existe;;;;Existe;;;;Existe;Existe;;;;;;Existe;P-23;PETROBRAS  XXIII;;44899.20838
1-BSS-68-SPS;x;;;;2.2316E+11;Petrobras;1BSS 0068  BS;SP;Santos;BM-S-7;PRC  ;PIRACUCÁ;M;N;1;Pioneiro;ABANDONADO POR OUTRAS RAZÕES;ABANDONADO PERMANENTEMENTE;33920;33992;33992;Público;-25:52:59,388;-45:56:35,492;-25.88316333;-45.94319222;SIRGAS2000;Definitiva;Vertical;0;4394;0;MR;25;0;202;NM;;;;;;;Existe;;;;Existe;;;;Existe;Existe;;;;;;Existe;SS-39;ALASKAN STAR;;44899.20838
1-BSS-70-BS;x;;;;2.2316E+11;;1BSS 0070  BS;SP;Santos;Brasil;;;M;N;1;Pioneiro;ABANDONADO POR OUTRAS RAZÕES;ABANDONADO PERMANENTEMENTE;34010;34105;34105;Público;-26:07:45,643;-46:40:30,614;-26.12934528;-46.67517056;SIRGAS2000;Definitiva;Vertical;;5517;;MR;25;;135;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SS-39;ALASKAN STAR;;44899.20838
1-BSS-75-BS;x;;x;x;2.2316E+11;;1BSS 0075  BS;SP;Santos;Brasil;;;M;N;1;Pioneiro;SECO COM INDÍCIOS DE PETRÓLEO;ABANDONADO POR LOGÍSTICA EXPLORATÓRIA;34410;34446;34446;Público;-24:58:50,730;-44:17:03,226;-24.98075833;-44.28422944;SIRGAS2000;Definitiva;Vertical;;4814;;MR;14;;1351;NM;;;;;;Existe;Existe;;;;Existe;;;;Existe;Existe;;;;;;Existe;NS-14;DISCOVER SEVEN SEAS;;44899.20838
1-BSS-76-BS;x;;;x;2.2316E+11;;1BSS 0076  BS;SP;Santos;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO POR LOGÍSTICA EXPLORATÓRIA;34410;34451;34451;Público;-24:55:36,422;-44:24:48,008;-24.92678389;-44.41333556;SIRGAS2000;Definitiva;Vertical;;4833;;MR;12;;873;NM;;;;;;Existe;Existe;;;;Existe;;;;Existe;Existe;;;;;;Existe;NS-11;PARAGON DPDS1 (NOBLE PHOENIX);;44899.20838
1-CES-110-CE;x;;;x;3.0096E+11;;1CES 0110  CE;CE;Ceará;Brasil;;;M;N;1;Pioneiro;SECO COM INDÍCIOS DE PETRÓLEO;ABANDONADO AGUARDANDO ABANDONO DEFINITIVO/ARRASAMENTO;32966;32995;32995;Público;-03:07:03,284;-38:57:48,923;-3.117578889;-38.96358972;SIRGAS2000;Definitiva;Vertical;;2221;;MR;28.5;;34;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;P-3;PETROBRAS III;;44899.20838
1-CES-113-CE;x;;;;3.0096E+11;;1CES 0113  CE;CE;Ceará;Brasil;;;M;N;1;Pioneiro;SECO COM INDÍCIOS DE PETRÓLEO;ABANDONADO AGUARDANDO ABANDONO DEFINITIVO/ARRASAMENTO;32926;32954;32954;Público;-03:04:46,935;-38:51:14,867;-3.079704167;-38.85412972;SIRGAS2000;Definitiva;Vertical;;2430;;MR;30;;40.5;NM;;;;;;Existe;Existe;;;;Existe;;;;Existe;Existe;;;;;;Existe;P-3;PETROBRAS III;;44899.20838
