POCO;Recebidos;Geoquímica de rocha;Geoquímica de fluido;Dados de rocha e fluido;CADASTRO;OPERADOR;POCO_OPERADOR;ESTADO;BACIA;BLOCO;SIG_CAMPO;CAMPO;TERRA_MAR;POCO_POS_ANP;TIPO;CATEGORIA;RECLASSIFICACAO;SITUACAO;INICIO;TERMINO;CONCLUSAO;TITULARIDADE;LATITUDE_BASE_4C;LONGITUDE_BASE_4C;LATITUDE_BASE_DD;LONGITUDE_BASE_DD;DATUM_HORIZONTAL;TIPO_DE_COORDENADA_DE_BASE;DIRECAO;PROFUNDIDADE_VERTICAL_M;PROFUNDIDADE_SONDADOR_M;PROFUNDIDADE_MEDIDA_M;REFERENCIA_DE_PROFUNDIDADE;MESA_ROTATIVA;COTA_ALTIMETRICA_M;LAMINA_D_AGUA_M;DATUM_VERTICAL;UNIDADE_ESTRATIGRAFICA;GEOLOGIA_GRUPO_FINAL;GEOLOGIA_FORMACAO_FINAL;GEOLOGIA_MEMBRO_FINAL;CDPE;AGP;PC;PAG;PERFIS_CONVENCIONAIS;DURANTE_PERFURACAO;PERFIS_DIGITAIS;PERFIS_PROCESSADOS;PERFIS_ESPECIAIS;AMOSTRA_LATERAL;SISMICA;TABELA_TEMPO_PROFUNDIDADE;DADOS_DIRECIONAIS;TESTE_A_CABO;TESTE_DE_FORMACAO;CANHONEIO;TESTEMUNHO;GEOQUIMICA;SIG_SONDA;NOM_SONDA;ATINGIU_PRESAL;DHA_ATUALIZACAO
1-FC-5-BA;x;;;;2.024E+11;PetroRecôncavo;1FC  0005  BA;BA;Recôncavo;NFC;NFC  ;NORTE DE FAZENDA CARUAÇU;T;N;1;Pioneiro;EXTENSÃO PARA GÁS NATURAL;ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO;07/09/1966 00:00;15/01/1967 00:00;15/01/1967 00:00;Público;-12:32:51,980;-38:28:17,992;-12.54777222;-38.47166444;SIRGAS2000;Definitiva;Vertical;;2925;;MR;53.5;;;;;;;;;;Existe;;;;Existe;;;;;;;;;;;Existe;DT-2                          ;;;04/12/2022 05:00
1-FCF-1-BA;x;;;;2.02401E+11;Slim Drilling;1FCF 0001  BA;BA;Recôncavo;REC-T-128;TIR  ;TIRIBA;T;N;1;Pioneiro;SECO SEM INDÍCIOS;DEVOLVIDO;08/03/1998 00:00;05/04/1998 00:00;05/04/1998 00:00;Público;-12:17:14,551;-38:21:58,030;-12.28737528;-38.36611944;SIRGAS2000;Definitiva;Vertical;0;2290;0;MR;180;0;0;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SC-105;SONDA CONVENCIONAL 105;I;04/12/2022 05:00
1-FDI-1-ES;x;;;;3.427E+11;;1FDI 0001  ES;ES;Espírito Santo;Brasil;;;T;N;1;Pioneiro;SECO SEM INDÍCIOS;DEVOLVIDO;15/12/1981 00:00;17/01/1982 00:00;17/01/1982 00:00;Público;-19:13:41,548;-39:47:07,688;-19.22820778;-39.78546889;SIRGAS2000;Definitiva;Vertical;;2911;;MR;9;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SC-35;SONDA CONVENCIONAL 35;;04/12/2022 05:00
1-FGA-1-BA;x;;;;2.02401E+11;Petrobras;1FGA 0001  BA;BA;Recôncavo;FGA;FGA  ;FAZENDA GAMELEIRA (Licitado);T;N;1;Pioneiro;DESCOBRIDOR DE CAMPO COM GÁS NATURAL;ABANDONADO AGUARDANDO ABANDONO DEFINITIVO/ARRASAMENTO;12/10/1993 00:00;02/11/1993 00:00;02/11/1993 00:00;Público;-12:22:33,492;-38:08:42,479;-12.37597;-38.14513306;SIRGAS2000;Definitiva;Vertical;;1470;;MR;46.4;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SC-77;SONDA CONVENCIONAL 77;;04/12/2022 05:00
1-FPT-1-BA;x;;;;2.02401E+11;Petrobras;1FPT 0001  BA;BA;Recôncavo;BREC-3;;;T;N;1;Pioneiro;PRODUTOR SUBCOMERCIAL DE PETRÓLEO;ARRASADO;16/11/1997 00:00;21/11/1997 00:00;21/11/1997 00:00;Público;-11:54:19,519;-38:06:01,924;-11.90542194;-38.10053444;SIRGAS2000;Definitiva;Vertical;;315;;MR;171.5;;;;;;;;;;Existe;;;;Existe;;;;;;;;;;;Existe;SC-94;SONDA CONVENCIONAL 94;;04/12/2022 05:00
1-FZC-1-BA;x;;x;x;2.024E+11;;1FZC 0001  BA;BA;Recôncavo;Brasil;;;T;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;16/05/1981 00:00;12/06/1981 00:00;12/06/1981 00:00;Público;-12:28:26,340;-38:41:09,756;-12.47398333;-38.68604333;SIRGAS2000;Definitiva;Vertical;;816.5;;MR;101;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SC-66;SONDA CONVENCIONAL 66;;04/12/2022 05:00
1-GE-1-BA;x;;;;2.024E+11;;1GE  0001  BA;BA;Recôncavo;Brasil;;;T;N;1;Pioneiro;SECO COM INDÍCIOS DE PETRÓLEO;ABANDONADO PERMANENTEMENTE;22/09/1981 00:00;30/10/1981 00:00;30/10/1981 00:00;Público;-12:29:31,229;-38:31:23,998;-12.49200806;-38.52333278;SIRGAS2000;Definitiva;Vertical;;2235;;MR;88.3;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SC-78;SONDA CONVENCIONAL 78;;04/12/2022 05:00
1-LO-1-BA;x;;;;2.024E+11;;1LO  0001  BA;BA;Recôncavo;Brasil;;;T;N;1;Pioneiro;SECO SEM INDÍCIOS;DEVOLVIDO;12/02/1967 00:00;09/03/1967 00:00;09/03/1967 00:00;Público;-12:08:54,536;-38:16:47,249;-12.14848222;-38.27979139;SIRGAS2000;Definitiva;Vertical;;2200;;MR;138;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;DT-2                          ;;;04/12/2022 05:00
1-LPN-1-BA;x;;;;2.024E+11;Recôncavo E&P;1LPN 0001  BA;BA;Recôncavo;BT-REC-10;LPN  ;LAGOA DO PAULO NORTE;T;N;1;Pioneiro;DESCOBRIDOR DE CAMPO COM PETRÓLEO;ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO;30/03/1967 00:00;15/10/1967 00:00;15/10/1967 00:00;Público;-12:12:51,833;-38:07:58,023;-12.21439806;-38.13278417;SIRGAS2000;Definitiva;Vertical;;4225.8;;MR;85;0;0;NM;;;;;;;Existe;;;;Existe;;;;;;;;;;;Existe;LG-3                          ;;;04/12/2022 05:00
1-LS-2-ES;x;;;;3.427E+11;Seacrest SPE Cricaré;1LS  0002  ES;ES;Espírito Santo;LS;LS   ;LAGOA SURUACA;T;N;1;Pioneiro;DESCOBRIDOR DE CAMPO COM PETRÓLEO E GÁS NATURAL;ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO;16/04/1981 00:00;24/05/1981 00:00;24/05/1981 00:00;Público;-19:11:31,906;-39:43:40,282;-19.19219611;-39.72785611;SIRGAS2000;Definitiva;Vertical;;3000;;MR;10;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SC-60;SONDA CONVENCIONAL 60;;04/12/2022 05:00
1-MDU-2-BA;x;;;;2.024E+11;Petrobras;1MDU 0002  BA;BA;Recôncavo;MDU;MDU  ;MANDACARU;T;N;1;Pioneiro;DESCOBRIDOR DE CAMPO COM PETRÓLEO;PRODUZINDO;22/07/1979 00:00;21/11/1979 00:00;21/11/1979 00:00;Público;-12:09:22,624;-38:08:14,012;-12.15628444;-38.13722556;SIRGAS2000;Definitiva;Vertical;;3426;;MR;101;;;;;;;;;;Existe;;;;Existe;;;;;;;;;;;Existe;SC-72;SONDA CONVENCIONAL 72;;04/12/2022 05:00
1-NA-2-BA;x;;;;2.02401E+11;;1NA  0002  BA;BA;Recôncavo;Brasil;;;T;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;13/09/1995 00:00;17/09/1995 00:00;17/09/1995 00:00;Público;-12:33:29,946;-38:34:40,384;-12.55831833;-38.57788444;SIRGAS2000;Definitiva;Vertical;;864;;MR;75.19999;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SC-77;SONDA CONVENCIONAL 77;;04/12/2022 05:00
1-NAR-1-BA;x;;;;2.024E+11;;1NAR 0001  BA;BA;Recôncavo;Brasil;;;T;N;1;Pioneiro;PRODUTOR SUBCOMERCIAL DE PETRÓLEO;ABANDONADO PERMANENTEMENTE;26/10/1969 00:00;17/12/1969 00:00;17/12/1969 00:00;Público;-12:11:25,145;-38:24:37,681;-12.19031806;-38.41046694;SIRGAS2000;Definitiva;Vertical;;3195;;MR;139.8;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SC-60;SONDA CONVENCIONAL 60;;04/12/2022 05:00
1-NET-1-BA;x;;;;2.024E+11;Petrobras;1NET 0001  BA;BA;Recôncavo;TQ;TQ   ;TAQUIPE;T;N;1;Pioneiro;DESCOBRIDOR DE CAMPO COM PETRÓLEO;ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO;27/02/1980 00:00;29/06/1980 00:00;29/06/1980 00:00;Público;-12:24:38,424;-38:27:21,155;-12.41067333;-38.45587639;SIRGAS2000;Definitiva;Vertical;;3030;;MR;170.1;;;;;;;;;;Existe;;;;Existe;;;;;;;;;;;Existe;SC-81;SONDA CONVENCIONAL 81;;04/12/2022 05:00
1-NRR-1-BA;x;;x;x;2.024E+11;3R Candeias  S.A.;1NRR 0001  BA;BA;Recôncavo;CX;CX   ;CEXIS;T;N;1;Pioneiro;DESCOBRIDOR DE CAMPO COM PETRÓLEO;ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO;05/11/1967 00:00;13/04/1968 00:00;13/04/1968 00:00;Público;-12:40:18,693;-38:27:12,335;-12.67185917;-38.45342639;SIRGAS2000;Definitiva;Vertical;;3978;;MR;51.5;;;;;;;;;;Existe;;;;Existe;;;;;;;;;;;Existe;SC-9                          ;;;04/12/2022 05:00
1-OA-1-BA;x;;;;2.024E+11;;1OA  0001  BA;BA;Recôncavo;Brasil;;;T;N;1;Pioneiro;SECO SEM INDÍCIOS;DEVOLVIDO;04/05/1968 00:00;16/06/1968 00:00;16/06/1968 00:00;Público;-12:06:26,718;-38:12:34,141;-12.10742167;-38.20948361;SIRGAS2000;Definitiva;Vertical;;2685;;MR;138;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;LG-3                          ;;;04/12/2022 05:00
1-OB-1-BA;x;;;;2.024E+11;;1OB  0001  BA;BA;Recôncavo;Brasil;;;T;N;1;Pioneiro;SECO COM INDÍCIOS DE PETRÓLEO;ABANDONADO PERMANENTEMENTE;14/01/1982 00:00;18/02/1982 00:00;18/02/1982 00:00;Público;-12:19:49,906;-38:29:12,994;-12.33052944;-38.48694278;SIRGAS2000;Definitiva;Vertical;;2088;;MR;170;;;;;;;;;;Existe;;;;Existe;;;;;;;;;;;Existe;UN-1                          ;;;04/12/2022 05:00
1-PLM-1-BA;x;;;;2.024E+11;;1PLM 0001  BA;BA;Recôncavo;Brasil;;;T;N;1;Pioneiro;SECO SEM INDÍCIOS;DEVOLVIDO;02/12/1976 00:00;26/12/1976 00:00;26/12/1976 00:00;Público;-11:54:10,513;-37:56:01,583;-11.90292028;-37.93377306;SIRGAS2000;Definitiva;Vertical;;1354;;MR;98;;;;;;;;;;Existe;;;;Existe;;;;;;;;;;;Existe;SC-53;SONDA CONVENCIONAL 53;;04/12/2022 05:00
1-PO-2-BA;x;;;;2.024E+11;PetroRecôncavo;1PO  0002  BA;BA;Recôncavo;FBL;FBL  ;FAZENDA BELÉM;T;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;28/11/1967 00:00;11/12/1967 00:00;11/12/1967 00:00;Público;-12:20:02,464;-38:14:30,238;-12.33401778;-38.24173278;SIRGAS2000;Definitiva;Vertical;0;1376.1;0;MR;99.1;0;0;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SC-52;SONDA CONVENCIONAL 52;;04/12/2022 05:00
1-PQ-3-BA;x;;;;2.024E+11;;1PQ  0003  BA;BA;Recôncavo;Brasil;;;T;N;1;Pioneiro;SECO COM INDÍCIOS DE PETRÓLEO;DEVOLVIDO;28/08/1967 00:00;15/10/1967 00:00;15/10/1967 00:00;Público;-11:58:21,356;-38:01:20,463;-11.97259889;-38.02235083;SIRGAS2000;Definitiva;Vertical;;2409.8;;MR;151.39999;;;;;;;;;;Existe;;;;Existe;;;;;;;;;;;Existe;SC-53;SONDA CONVENCIONAL 53;;04/12/2022 05:00
1-PQ-6-BA;x;;;;2.024E+11;;1PQ  0006  BA;BA;Recôncavo;Brasil;;;T;N;1;Pioneiro;SECO COM INDÍCIOS DE PETRÓLEO;DEVOLVIDO;01/11/1967 00:00;06/12/1967 00:00;06/12/1967 00:00;Público;-11:58:00,209;-38:04:10,936;-11.96672472;-38.06970444;SIRGAS2000;Definitiva;Vertical;;1815.5;;MR;86;;;;;;;;;;Existe;;;;Existe;;;;;;;;;;;Existe;SC-53;SONDA CONVENCIONAL 53;;04/12/2022 05:00
1-PRN-1-BA;x;;;;2.024E+11;;1PRN 0001  BA;BA;Recôncavo;Brasil;;;T;N;1;Pioneiro;SECO SEM INDÍCIOS;DEVOLVIDO;11/06/1974 00:00;28/07/1974 00:00;28/07/1974 00:00;Público;-12:00:16,519;-38:05:46,502;-12.00458861;-38.09625056;SIRGAS2000;Definitiva;Vertical;;2429;;MR;107;;;;;;;;;;Existe;;;;Existe;;;;;;;;;;;Existe;SC-34;SONDA CONVENCIONAL 34;;04/12/2022 05:00
1-PRN-2-BA;x;;;;2.024E+11;;1PRN 0002  BA;BA;Recôncavo;Brasil;;;T;N;1;Pioneiro;SECO SEM INDÍCIOS;DEVOLVIDO;07/12/1973 00:00;27/01/1974 00:00;27/01/1974 00:00;Público;-12:02:46,063;-38:05:57,012;-12.04612861;-38.09917;SIRGAS2000;Definitiva;Vertical;;2824;;MR;185;;;;;;;;;;Existe;;;;Existe;;;;;;;;;;;Existe;SC-68;SONDA CONVENCIONAL 68;;04/12/2022 05:00
1-PS-1-BA;x;;;;2.024E+11;Petrobras;1PS  0001  BA;BA;Recôncavo;FGA;FGA  ;FAZENDA GAMELEIRA (Licitado);T;N;1;Pioneiro;SECO COM INDÍCIOS DE PETRÓLEO;ARRASADO;24/02/1963 00:00;14/01/1964 00:00;14/01/1964 00:00;Público;-12:23:08,657;-38:08:40,173;-12.38573806;-38.1444925;SIRGAS2000;Definitiva;Vertical;0;2995.7;0;MR;54.9;0;0;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SC-36;SONDA CONVENCIONAL 36;;04/12/2022 05:00
1-RCA-1-BA;x;;;;2.02401E+11;Petrobras;1RCA 0001  BA;BA;Recôncavo;BREC-7;;;T;N;1;Pioneiro;SECO SEM INDÍCIOS;DEVOLVIDO;20/09/1998 00:00;14/10/1998 00:00;14/10/1998 00:00;Público;-12:13:11,802;-38:14:58,108;-12.219945;-38.24947444;SIRGAS2000;Definitiva;Vertical;;2532;;MR;109;99.5;;NM;;;;;Existe;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SC-105;SONDA CONVENCIONAL 105;;04/12/2022 05:00
1-RDO-1-BA;x;;;;2.024E+11;;1RDO 0001  BA;BA;Recôncavo;Brasil;;;T;N;1;Pioneiro;SECO SEM INDÍCIOS;DEVOLVIDO;08/02/1982 00:00;07/05/1982 00:00;07/05/1982 00:00;Público;-12:07:11,233;-38:04:53,920;-12.11978694;-38.08164444;SIRGAS2000;Definitiva;Vertical;;3195;;MR;150.1;;;;;;;;;;Existe;;;;Existe;;;;;;;;;;;Existe;ET-2                          ;;;04/12/2022 05:00
1-RF-4-BA;x;;x;x;2.024E+11;;1RF  0004  BA;BA;Recôncavo;Brasil;;;T;N;1;Pioneiro;SECO COM INDÍCIOS DE PETRÓLEO;DEVOLVIDO;07/04/1971 00:00;27/06/1971 00:00;27/06/1971 00:00;Público;-12:27:34,369;-38:11:20,875;-12.45954694;-38.18913194;SIRGAS2000;Definitiva;Vertical;;2405;;MR;82.8;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SC-27;SONDA CONVENCIONAL 27;;04/12/2022 05:00
1-RIC-1-BA;x;;;;2.024E+11;Slim Drilling;1RIC 0001  BA;BA;Recôncavo;REC-T-128;TIR  ;TIRIBA;T;N;1;Pioneiro;SECO SEM INDÍCIOS;DEVOLVIDO;22/02/1980 00:00;19/04/1980 00:00;19/04/1980 00:00;Público;-12:17:25,747;-38:21:31,897;-12.29048528;-38.35886028;SIRGAS2000;Definitiva;Vertical;0;2440;0;MR;98;0;0;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SC-34;SONDA CONVENCIONAL 34;I;04/12/2022 05:00
1-RJ-1-BA;x;;;;2.024E+11;Petrobras;1RJ  0001  BA;BA;Recôncavo;RJ;RJ   ;RIO JOANES;T;N;1;Pioneiro;DESCOBRIDOR DE CAMPO COM GÁS NATURAL;ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO;18/07/1967 00:00;12/11/1967 00:00;12/11/1967 00:00;Público;-12:38:14,173;-38:24:14,814;-12.63727028;-38.404115;SIRGAS2000;Definitiva;Vertical;;3800.7;;MR;55.09999;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SC-57;SONDA CONVENCIONAL 57;;04/12/2022 05:00
1-RMC-1D-BA;x;;;;2.02401E+11;;1RMC 0001D BA;BA;Recôncavo;Brasil;;;T;N;1;Pioneiro;SECO COM INDÍCIOS DE PETRÓLEO;ARRASADO;10/03/1996 00:00;16/04/1996 00:00;16/04/1996 00:00;Público;-12:16:40,170;-38:07:18,790;-12.277825;-38.12188611;SIRGAS2000;Definitiva;Direcional;;2700;;MR;75.09999;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SC-105;SONDA CONVENCIONAL 105;;04/12/2022 05:00
1-RQN-1-BA;x;;;;2.02401E+11;Petrobras;1RQN 0001  BA;BA;Recôncavo;BREC-5;;;T;N;1;Pioneiro;INDEFINIDO;ARRASADO;01/12/1999 00:00;31/12/1999 00:00;31/12/1999 00:00;Público;-12:00:17,593;-37:58:59,789;-12.00488694;-37.98327472;SIRGAS2000;Definitiva;Vertical;;2493;;MR;147.4;137.99;0;NM;;;;;Existe;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SC-105;SONDA CONVENCIONAL 105;;04/12/2022 05:00
1-RSB-1-BA;x;;x;x;2.02401E+11;Petrobras;1RSB 0001  BA;BA;Recôncavo;BREC-11;;;T;N;1;Pioneiro;PRODUTOR SUBCOMERCIAL DE GÁS NATURAL;DEVOLVIDO;21/10/1999 00:00;13/11/1999 00:00;13/11/1999 00:00;Público;-12:29:31,252;-38:25:06,352;-12.49201444;-38.41843111;SIRGAS2000;Definitiva;Vertical;;2112;;MR;68;63.6;;NM;;;;;Existe;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SC-77;SONDA CONVENCIONAL 77;;04/12/2022 05:00
1-RU-1-BA;x;x;x;x;2.024E+11;;1RU  0001  BA;BA;Recôncavo;;RU   ;RIO UNA;T;N;1;Pioneiro;DESCOBRIDOR DE CAMPO COM PETRÓLEO;DEVOLVIDO;13/04/1976 00:00;07/06/1976 00:00;07/06/1976 00:00;Público;-12:21:50,928;-38:25:09,770;-12.36414667;-38.41938056;SIRGAS2000;Definitiva;Vertical;;2515;;MR;157;0;0;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SC-68;SONDA CONVENCIONAL 68;;04/12/2022 05:00
1-SEG-1-BA;x;x;x;x;2.024E+11;Brasil Refinarias;1SEG 0001  BA;BA;Recôncavo;ARL_AM4;ARL  ;ARAÇÁS LESTE;T;N;1;Pioneiro;PRODUTOR SUBCOMERCIAL DE PETRÓLEO;EQUIPADO AGUARDANDO INÍCIO DE OPERAÇÃO;14/07/1980 00:00;26/03/1981 00:00;26/03/1981 00:00;Público;-12:08:26,163;-38:06:11,331;-12.14060083;-38.1031475;SIRGAS2000;Definitiva;Vertical;0;3575;0;MR;80;0;0;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SC-72;SONDA CONVENCIONAL 72;I;04/12/2022 05:00
1-SJ-1-BA;x;;x;x;2.024E+11;;1SJ  0001  BA;BA;Recôncavo;Brasil;;;T;N;1;Pioneiro;SECO COM INDÍCIOS GÁS NATURAL;DEVOLVIDO;23/06/1967 00:00;17/10/1967 00:00;17/10/1967 00:00;Público;-12:27:33,734;-38:15:58,721;-12.45937056;-38.26631139;SIRGAS2000;Definitiva;Vertical;;2493;;MR;71.5;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SC47;SONDA CONVENCIONAL 47;;04/12/2022 05:00
1-SLO-1-BA;x;;;;2.024E+11;;1SLO 0001  BA;BA;Recôncavo;Brasil;;;T;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;20/11/1969 00:00;26/11/1969 00:00;26/11/1969 00:00;Público;-12:34:20,999;-38:40:47,963;-12.57249972;-38.67998972;SIRGAS2000;Definitiva;Vertical;;1072;;MR;84.19999;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SC-36;SONDA CONVENCIONAL 36;;04/12/2022 05:00
1-SS-3-BA;x;;;;2.024E+11;PetroRecôncavo;1SS  0003  BA;BA;Recôncavo;NFC;NFC  ;NORTE DE FAZENDA CARUAÇU;T;N;1;Pioneiro;DESCOBRIDOR DE CAMPO COM PETRÓLEO;ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO;09/07/1982 00:00;21/08/1982 00:00;21/08/1982 00:00;Público;-12:30:29,638;-38:27:54,277;-12.50823278;-38.46507694;SIRGAS2000;Definitiva;Vertical;;2924;;MR;146;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;ET-1                          ;;;04/12/2022 05:00
3-BSU-3-BA;x;;;;2.02401E+11;3R Rio Ventura S.A;3BSU 0003  BA;BA;Recôncavo;BSU;BSU  ;BONSUCESSO;T;N;3;Extensão;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;25/07/1993 00:00;16/08/1993 00:00;16/08/1993 00:00;Público;-12:20:15,301;-38:27:42,711;-12.33758361;-38.46186417;SIRGAS2000;Definitiva;Vertical;;2004;;MR;146.89999;;;;;;;;;;Existe;;;;Existe;;;;;;;;;;;Existe;SC-77;SONDA CONVENCIONAL 77;;04/12/2022 05:00
3-C-189-BA;x;;;;2.024E+11;3R Candeias  S.A.;3C   0189  BA;BA;Recôncavo;C;C    ;CANDEIAS;M;N;3;Extensão;EXTENSÃO PARA PETRÓLEO;ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO;25/01/1979 00:00;04/04/1979 00:00;04/04/1979 00:00;Público;-12:45:41,436;-38:32:45,383;-12.76151;-38.54593972;SIRGAS2000;Definitiva;Vertical;;2279;;MR;7.8;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SC-34;SONDA CONVENCIONAL 34;;04/12/2022 05:00
3-C-190-BA;x;x;x;x;2.024E+11;3R Candeias  S.A.;3C   0190  BA;BA;Recôncavo;C;C    ;CANDEIAS;T;N;3;Extensão;EXTENSÃO PARA GÁS NATURAL;ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO;11/04/1979 00:00;26/04/1979 00:00;26/04/1979 00:00;Público;-12:38:24,122;-38:33:19,238;-12.64003389;-38.55534389;SIRGAS2000;Definitiva;Vertical;;1634;;MR;64.09999;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SC-78;SONDA CONVENCIONAL 78;;04/12/2022 05:00
3-CX-43-BA;x;x;x;x;2.02401E+11;3R Candeias  S.A.;3CX  0043  BA;BA;Recôncavo;CX;CX   ;CEXIS;T;N;3;Extensão;EXTENSÃO PARA PETRÓLEO E GÁS NATURAL;PRODUZINDO;27/03/1989 00:00;02/05/1989 00:00;02/05/1989 00:00;Público;-12:40:23,641;-38:28:43,229;-12.67323361;-38.47867472;SIRGAS2000;Definitiva;Vertical;0;3006;0;MR;55.6;0;0;NM;;;;;;;Existe;;;;Existe;;;;;Existe;;;;;;Existe;SC-108;SONDA CONVENCIONAL 108;;04/12/2022 05:00
3-FBE-3-BA;x;;x;x;2.024E+11;Petrobras;3FBE 0003  BA;BA;Recôncavo;FBE;FBE  ;FAZENDA BOA ESPERANÇA;T;N;3;Extensão;INJEÇÃO DE ÁGUA;ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO;18/11/1966 00:00;21/01/1967 00:00;21/01/1967 00:00;Público;-12:09:22,645;-38:12:49,426;-12.15629028;-38.21372944;SIRGAS2000;Definitiva;Vertical;;2671;;MR;130.8;;;;;;;;;;Existe;;;;Existe;;;;;;;;;;;Existe;DT-3                          ;;;04/12/2022 05:00
3-FO-3-BA;x;;;;2.024E+11;SPE Miranga;3FO  0003  BA;BA;Recôncavo;FO;FO   ;FAZENDA ONÇA;T;N;3;Extensão;EXTENSÃO PARA PETRÓLEO;ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO;22/01/1967 00:00;11/03/1967 00:00;11/03/1967 00:00;Público;-12:14:38,457;-38:15:25,293;-12.24401583;-38.25702583;SIRGAS2000;Definitiva;Vertical;;2520;;MR;102.69999;;;;;;;;;;Existe;;;;Existe;;;;;;;;;;;Existe;LG-1                          ;;;04/12/2022 05:00
3-FSE-6-BA;x;;;;2.024E+11;Nova Petróleo;3FSE 0006  BA;BA;Recôncavo;FSE;FSE  ;FAZENDA SANTO ESTEVÃO;T;N;3;Extensão;SECO COM INDÍCIOS DE PETRÓLEO;ABANDONADO PERMANENTEMENTE;14/03/1968 00:00;10/04/1968 00:00;10/04/1968 00:00;Público;-12:11:57,822;-38:22:17,676;-12.199395;-38.37157667;SIRGAS2000;Definitiva;Vertical;;2750;;MR;155.5;;;;;;;;;;Existe;;;;Existe;;;;;;;;;;;Existe;LG-1                          ;;;04/12/2022 05:00
3-LP-4-ES;x;;;;3.427E+11;Capixaba Energia;3LP  0004  ES;ES;Espírito Santo;LP;LPR  ;LAGOA PARDA;T;N;3;Extensão;EXTENSÃO PARA PETRÓLEO E GÁS NATURAL;PRODUZINDO;16/05/1980 00:00;13/06/1980 00:00;13/06/1980 00:00;Público;-19:36:18,442;-39:49:50,326;-19.60512278;-39.83064611;SIRGAS2000;Definitiva;Vertical;;2340;;MR;8;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SC-60;SONDA CONVENCIONAL 60;;04/12/2022 05:00
3-MGN-3-BA;x;;;;2.024E+11;SPE Miranga;3MGN 0003  BA;BA;Recôncavo;MGN;MGN  ;MIRANGA NORTE;T;N;3;Extensão;EXTENSÃO PARA PETRÓLEO;ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO;09/09/1971 00:00;29/12/1971 00:00;29/12/1971 00:00;Público;-12:18:29,754;-38:08:52,528;-12.308265;-38.14792444;SIRGAS2000;Definitiva;Vertical;;3192.5;;MR;77.4;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SC-29;SONDA CONVENCIONAL 29;;04/12/2022 05:00
