POCO,LATITUDE_BASE_4C,LONGITUDE_BASE_4C,LATITUDE_BASE_DD,LONGITUDE_BASE_DD,DATUM_HORIZONTAL,PROFUNDIDADE_SONDADOR_M,AGP
1-RJS-219A-RJ,"-22:26:10,540","-40:03:55,126","-22,4362611","-40,0653128",SIRGAS2000,3620,Existe
1-RJS-304E-RJ,"-22:10:18,200","-40:24:23,446","-22,1717222","-40,4065128",SIRGAS2000,3575,Existe
1-RJS-305-RJ,"-22:07:47,991","-39:56:03,387","-22,1299975","-39,9342742",SIRGAS2000,3400,Existe
1-RJS-306-RJ,"-22:03:17,348","-40:15:58,190","-22,0548189","-40,2661639",SIRGAS2000,3273,Existe
1-RJS-307-RJ,"-22:23:41,961","-40:37:36,734","-22,3949892","-40,6268706",SIRGAS2000,2970,Existe
1-RJS-317-RJ,"-23:48:10,364","-42:12:17,409","-23,8028789","-42,2048358",SIRGAS2000,4420,Existe
1-RJS-324-RJS,"-22:11:56,682","-40:20:21,020","-22,1990783","-40,3391722",SIRGAS2000,3645,Existe
1-RJS-336-RJS,"-22:17:08,996","-40:08:24,902","-22,2858322","-40,1402506",SIRGAS2000,3775,Existe
1-RJS-342-RJ,"-22:05:15,264","-39:52:32,599","-22,0875733","-39,8757219",SIRGAS2000,3087,Existe
1-RJS-344-RJS,"-22:33:30,613","-40:13:10,386","-22,5585036","-40,2195517",SIRGAS2000,3742,Existe
1-RJS-347-RJ,"-21:53:19,713","-40:02:44,636","-21,8888092","-40,0457322",SIRGAS2000,3790,
1-RJS-348-RJ,"-23:46:32,981","-41:44:57,100","-23,7758281","-41,7491944",SIRGAS2000,4309,Existe
1-RJS-349A-RJ,"-22:14:13,474","-40:33:59,370","-22,2370761","-40,5664917",SIRGAS2000,3583,Existe
1-RJS-350-RJ,"-21:49:49,733","-40:34:01,514","-21,8304814","-40,5670872",SIRGAS2000,5596,Existe
1-RJS-351-RJ,"-21:48:35,174","-40:42:34,210","-21,8097706","-40,7095028",SIRGAS2000,4552,Existe
1-RJS-353D-RJS,"-22:43:18,088","-40:35:26,430","-22,7216911","-40,5906750",SIRGAS2000,3059,Existe
1-RJS-356-RJ,"-22:19:42,625","-39:57:27,374","-22,3285069","-39,9576039",SIRGAS2000,4102,Existe
1-RJS-359-RJS,"-22:27:16,308","-39:55:46,308","-22,4545300","-39,9295300",SIRGAS2000,3828,Existe
1-RJS-364-RJ,"-21:43:36,992","-40:46:13,376","-21,7269422","-40,7703822",SIRGAS2000,2562,Existe
1-RJS-365-RJ,"-23:02:43,758","-40:55:08,154","-23,0454883","-40,9189317",SIRGAS2000,3346,Existe
1-RPP-1-AM,"-03:47:47,179","-59:23:46,203","-03,7964386","-59,3961675",SIRGAS2000,2191,Existe
1-SES-85-SE,"-10:33:33,861","-36:28:17,942","-10,5594058","-36,4716506",SIRGAS2000,2850,
1-SES-92-SES,"-11:25:05,471","-37:00:23,645","-11,4181864","-37,0065681",SIRGAS2000,3959,Existe
1-SPS-25B-SP,"-25:22:16,063","-45:18:41,198","-25,3711286","-45,3114439",SIRGAS2000,5123,Existe
1-TBO-1-BA,"-11:37:58,290","-38:38:37,220","-11,6328583","-38,6436722",SIRGAS2000,"3598,2",Existe
3-AB-1A-RJS,"-22:06:14,151","-39:56:12,505","-22,1039308","-39,9368069",SIRGAS2000,3130,Existe
3-CH-18D-RJS,"-22:25:58,857","-40:28:49,528","-22,4330158","-40,4804244",SIRGAS2000,3840,Existe
3-RJS-339-RJ,"-22:35:07,054","-40:24:21,444","-22,5852928","-40,4059567",SIRGAS2000,3242,Existe
3-SES-91-SES,"-10:38:03,634","-36:35:15,709","-10,6343428","-36,5876969",SIRGAS2000,2767,
4-AGN-1-BA,"-12:18:34,715","-38:19:15,540","-12,3096431","-38,3209833",SIRGAS2000,1880,Existe
4-ALC-2-RN,"-05:30:08,286","-37:23:45,049","-05,5023017","-37,3958469",SIRGAS2000,1761,Existe
4-AN-5-SE,"-10:47:25,574","-37:00:33,659","-10,7904372","-37,0093497",SIRGAS2000,1215,
4-ATS-1-SE,"-11:01:24,200","-37:04:28,376","-11,0233889","-37,0745489",SIRGAS2000,2170,
4-ATS-5-SE,"-11:01:51,037","-37:06:40,279","-11,0308436","-37,1111886",SIRGAS2000,2311,
4-BA-350-BA,"-12:14:59,420","-38:28:19,729","-12,2498389","-38,4721469",SIRGAS2000,948,
4-BR-10-RN,"-05:32:09,576","-37:17:25,979","-05,5359933","-37,2905497",SIRGAS2000,2052,
4-BRSA-189-SES,"-11:21:49,438","-36:58:32,738","-11,3637328","-36,9757606",SIRGAS2000,3750,Existe
4-BRSA-197-SES,"-11:21:20,820","-36:55:16,837","-11,3557833","-36,9213436",SIRGAS2000,3786,Existe
4-CAC-10-RN,"-05:36:24,467","-37:28:31,652","-05,6067964","-37,4754589",SIRGAS2000,1262,
4-CB-11-BA,"-12:21:03,305","-38:33:06,524","-12,3509181","-38,5518122",SIRGAS2000,1773,Existe
4-CM-88-SES,"-10:59:10,725","-36:54:41,211","-10,9863125","-36,9114475",SIRGAS2000,2400,
4-CX-82-BA,"-12:36:45,849","-38:29:55,483","-12,6127358","-38,4987453",SIRGAS2000,2820,
4-FAV-116-BA,"-11:47:37,793","-37:48:55,745","-11,7938314","-37,8154847",SIRGAS2000,933,
4-FAV-87-BA,"-11:47:18,702","-37:49:20,990","-11,7885283","-37,8224972",SIRGAS2000,888,
4-FAX-2-BA,"-11:59:57,806","-37:58:03,206","-11,9993906","-37,9675572",SIRGAS2000,2738,
4-FI-23-BA,"-12:01:57,150","-38:00:48,939","-12,0325417","-38,0135942",SIRGAS2000,3143,
4-FOL-1-BA,"-12:14:20,149","-38:13:50,033","-12,2389303","-38,2305647",SIRGAS2000,3336,Existe
4-GR-1-RN,"-04:50:15,058","-37:15:30,638","-04,8375161","-37,2585106",SIRGAS2000,1003,
4-JZ-4-RN,"-05:34:04,722","-37:21:52,232","-05,5679783","-37,3645089",SIRGAS2000,1617,
4-MAG-22-RN,"-05:17:30,260","-36:37:22,013","-05,2917389","-36,6227814",SIRGAS2000,630,Existe
4-MDU-3-BA,"-12:09:43,291","-38:08:17,057","-12,1620253","-38,1380714",SIRGAS2000,3490,
4-MG-1-SE,"-10:41:16,794","-37:06:56,295","-10,6879983","-37,1156375",SIRGAS2000,822,
4-MGL-1-BA,"-12:19:09,758","-38:08:50,115","-12,3193772","-38,1472542",SIRGAS2000,1886,Existe
4-MGN-11-BA,"-12:18:47,332","-38:09:17,893","-12,3131478","-38,1549703",SIRGAS2000,2407,Existe
4-MUI-14-BA,"-12:36:42,018","-38:31:21,671","-12,6116717","-38,5226864",SIRGAS2000,2320,Existe
4-PER-2-RN,"-05:00:30,668","-36:59:09,828","-05,0085189","-36,9860633",SIRGAS2000,1754,
4-PL-56-RN,"-05:12:24,465","-36:27:01,587","-05,2067958","-36,4504408",SIRGAS2000,1118,
4-PX-7-RN,"-05:31:17,353","-37:38:11,547","-05,5214869","-37,6365408",SIRGAS2000,2149,
4-RB-19-SES,"-10:38:26,014","-36:38:44,831","-10,6405594","-36,6457864",SIRGAS2000,2559,
4-RE-35-RN,"-04:58:56,582","-37:01:39,957","-04,9823839","-37,0277658",SIRGAS2000,1300,
4-RFQ-2-RN,"-05:27:53,632","-37:44:32,773","-05,4648978","-37,7424369",SIRGAS2000,3203,
4-RI-5-BA,"-11:50:48,007","-37:49:00,179","-11,8466686","-37,8167164",SIRGAS2000,1993,
4-RJS-367-RJ,"-22:06:43,147","-39:46:55,766","-22,1119853","-39,7821572",SIRGAS2000,3766,Existe
4-RJS-371-RJ,"-22:05:51,266","-40:03:39,358","-22,0975739","-40,0609328",SIRGAS2000,3321,Existe
4-RJS-377-RJ,"-22:23:22,979","-40:07:49,205","-22,3897164","-40,1303347",SIRGAS2000,3750,Existe
4-RJS-378-RJ,"-22:16:38,938","-40:05:11,443","-22,2774828","-40,0865119",SIRGAS2000,3886,Existe
4-RJS-382-RJ,"-22:35:13,337","-40:04:58,408","-22,5870381","-40,0828911",SIRGAS2000,3950,Existe
4-RJS-388-RJ,"-22:28:40,825","-40:22:44,638","-22,4780069","-40,3790661",SIRGAS2000,3440,Existe
4-RJS-408-RJS,"-22:23:45,180","-40:28:18,639","-22,3958833","-40,4718442",SIRGAS2000,3268,Existe
4-RNS-127-RN,"-04:42:15,842","-36:52:22,894","-04,7044006","-36,8730261",SIRGAS2000,4000,
4-SA-36-BA,"-12:18:53,604","-38:24:59,615","-12,3148900","-38,4165597",SIRGAS2000,2000,Existe
4-SE-53-RN,"-05:15:57,820","-36:59:09,343","-05,2660611","-36,9859286",SIRGAS2000,2109,Existe
4-SES-17-SE,"-11:11:19,562","-36:57:41,226","-11,1887672","-36,9614517",SIRGAS2000,2727,
4-SES-41-SE,"-10:44:48,440","-36:33:25,754","-10,7467889","-36,5571539",SIRGAS2000,3561,
4-SES-44-SE,"-11:00:40,404","-36:55:05,130","-11,0112233","-36,9180917",SIRGAS2000,2574,
4-SES-62-SE,"-11:00:22,123","-36:55:00,378","-11,0061453","-36,9167717",SIRGAS2000,2560,
4-SES-67-SES,"-11:00:30,591","-36:53:41,708","-11,0084975","-36,8949189",SIRGAS2000,2724,
4-SES-73-SE,"-10:59:35,472","-36:56:54,067","-10,9931867","-36,9483519",SIRGAS2000,2589,
4-SES-98-SES,"-10:37:30,757","-36:38:31,438","-10,6252103","-36,6420661",SIRGAS2000,2132,
4-SO-4-RN,"-05:06:13,431","-36:29:35,013","-05,1037308","-36,4930592",SIRGAS2000,1358,
4-TR-6-RN,"-05:20:10,087","-37:06:03,070","-05,3361353","-37,1008528",SIRGAS2000,2140,
1-ALG-1-SE,"-10:37:21,568","-36:44:57,729","-10,6226578","-36,7493692",SIRGAS2000,2294,Existe
1-ALS-41-AL,"-10:04:19,364","-35:57:38,185","-10,0720456","-35,9606069",SIRGAS2000,,Existe
1-APS-42-AP,"+03:59:12,690","-50:26:57,429","03,9868583","-50,4492858",SIRGAS2000,2199,Existe
1-APS-53-AP,"+03:29:27,403","-48:35:52,338","03,4909453","-48,5978717",SIRGAS2000,3572,Existe
1-APS-54A-AP,"+03:31:08,565","-48:49:46,570","03,5190458","-48,8296028",SIRGAS2000,3984,Existe
1-BAR-2-AL,"-10:10:52,266","-36:12:16,827","-10,1811850","-36,2046742",SIRGAS2000,,Existe
1-BG-3-SPS,"-25:08:45,543","-45:12:33,669","-25,1459842","-45,2093525",SIRGAS2000,4655,
1-BRSA-108A-ESS,"-21:16:23,421","-40:00:11,994","-21,2731725","-40,0033317",SIRGAS2000,4802,Existe
1-BRSA-127-RJS,"-24:41:39,666","-42:54:31,319","-24,6943517","-42,9086997",SIRGAS2000,3898,Existe
1-BRSA-130-RJS,"-24:18:46,743","-42:21:26,949","-24,3129842","-42,3574858",SIRGAS2000,3246,Existe
1-BRSA-161-RJS,"-24:21:16,277","-42:25:13,497","-24,3545214","-42,4204158",SIRGAS2000,5892,Existe
1-BRSA-329D-RJS,"-25:03:43,868","-43:22:02,362","-25,0621856","-43,3673228",SIRGAS2000,7628,Existe
1-BRSA-74B-RJS,"-24:14:51,318","-42:18:41,014","-24,2475883","-42,3113928",SIRGAS2000,5528,Existe
1-BSS-83-BS,"-25:00:50,819","-44:15:22,811","-25,0141164","-44,2563364",SIRGAS2000,5196,Existe
1-CAC-1-RN,"-05:36:29,794","-37:29:54,456","-05,6082761","-37,4984600",SIRGAS2000,2209,
1-CES-19-CE,"-03:05:02,485","-38:48:00,243","-03,0840236","-38,8000675",SIRGAS2000,2990,Existe
1-CES-1-CE,"-02:35:53,460","-41:06:16,788","-02,5981833","-41,1046633",SIRGAS2000,2978,Existe
1-CES-23A-CE,"-03:08:13,225","-38:48:51,271","-03,1370069","-38,8142419",SIRGAS2000,2460,Existe
1-CES-2-CE,"-02:32:31,389","-39:41:43,142","-02,5420525","-39,6953172",SIRGAS2000,3769,Existe
1-CES-8-CE,"-03:02:01,624","-39:02:19,923","-03,0337844","-39,0388675",SIRGAS2000,3532,Existe
1-CF-1-BA,"-11:41:22,363","-38:40:11,405","-11,6895453","-38,6698347",SIRGAS2000,3575,Existe
1-CON-1-BA,"-11:56:56,476","-38:26:52,492","-11,9490211","-38,4479144",SIRGAS2000,"3184,4",Existe
1-PAS-24-PA,"+00:56:08,939","-49:32:54,950","00,9358164","-49,5485972",SIRGAS2000,4259,Existe
1-PAS-4A-PA,"+00:46:42,200","-47:37:21,292","00,7783889","-47,6225811",SIRGAS2000,"2101,5",Existe
1-PIA-15-AL,"-10:25:17,541","-36:24:41,733","-10,4215392","-36,4115925",SIRGAS2000,0,Existe
1-PTC-1-AL,"-09:07:08,569","-35:23:13,290","-09,1190469","-35,3870250",SIRGAS2000,,Existe
1-PV-1-AL,"-09:39:01,989","-35:42:08,041","-09,6505525","-35,7022336",SIRGAS2000,,Existe
1-QB-3-RN,"-05:20:31,566","-37:11:43,413","-05,3421017","-37,1953925",SIRGAS2000,1297,Existe
1-RJS-107-RJ,"-23:39:25,197","-41:41:25,598","-23,6569992","-41,6904439",SIRGAS2000,3898,Existe
1-RJS-109-RJ,"-24:11:56,316","-43:37:48,039","-24,1989767","-43,6300108",SIRGAS2000,4438,Existe
1-RJS-123-RJ,"-24:14:20,137","-43:46:55,605","-24,2389269","-43,7821125",SIRGAS2000,"4209,44",Existe
1-RJS-199B-RJ,"-23:53:09,751","-42:03:00,228","-23,8860419","-42,0500633",SIRGAS2000,5015,Existe
1-RJS-373-RJS,"-22:37:12,770","-40:27:29,849","-22,6202139","-40,4582914",SIRGAS2000,3010,Existe
1-RJS-380-RJS,"-22:35:01,752","-40:14:23,566","-22,5838200","-40,2398794",SIRGAS2000,3039,Existe
1-RJS-383-RJS,"-22:33:28,717","-40:16:17,209","-22,5579769","-40,2714469",SIRGAS2000,3172,Existe
1-RJS-384A-RJS,"-22:20:25,572","-40:19:45,329","-22,3404367","-40,3292581",SIRGAS2000,4845,Existe
1-RJS-386A-RJS,"-22:13:54,123","-40:05:17,610","-22,2317008","-40,0882250",SIRGAS2000,5569,Existe
1-RJS-390-RJ,"-22:28:06,117","-40:18:35,903","-22,4683658","-40,3099731",SIRGAS2000,3900,Existe
1-RJS-401-RJS,"-22:32:22,670","-40:15:02,778","-22,5396306","-40,2507717",SIRGAS2000,3083,Existe
1-RJS-406-RJ,"-22:07:18,179","-40:18:59,754","-22,1217164","-40,3165983",SIRGAS2000,3842,Existe
1-RJS-414-RJ,"-22:32:45,988","-40:34:08,335","-22,5461078","-40,5689819",SIRGAS2000,3167,Existe
1-RJS-424-RJS,"-22:45:44,298","-40:22:19,472","-22,7623050","-40,3720756",SIRGAS2000,3762,Existe
1-RJS-426-RJ,"-22:00:12,403","-40:54:10,440","-22,0034453","-40,9029000",SIRGAS2000,3669,Existe
1-RJS-433-RJS,"-23:31:46,489","-41:10:18,230","-23,5295803","-41,1717306",SIRGAS2000,4858,Existe
1-RJS-435-RJS,"-21:49:01,744","-39:57:46,344","-21,8171511","-39,9628733",SIRGAS2000,2900,Existe
1-RJS-436A-RJ,"-21:56:47,161","-39:42:57,007","-21,9464336","-39,7158353",SIRGAS2000,3759,Existe
1-RJS-451-RJS,"-22:51:17,520","-40:39:19,499","-22,8548667","-40,6554164",SIRGAS2000,2783,Existe
1-RJS-481-RJ,"-21:45:43,751","-39:51:39,087","-21,7621531","-39,8608575",SIRGAS2000,3624,Existe
1-RJS-485-RJS,"-22:54:27,189","-40:50:50,904","-22,9075525","-40,8474733",SIRGAS2000,3154,Existe
1-RJS-495-RJS,"-22:39:56,931","-40:13:46,279","-22,6658142","-40,2295219",SIRGAS2000,3250,Existe
1-RJS-511-RJS,"-21:56:29,088","-39:52:04,645","-21,9414133","-39,8679569",SIRGAS2000,3248,Existe
1-RJS-513-RJ,"-21:57:43,062","-39:47:48,920","-21,9619617","-39,7969222",SIRGAS2000,3163,Existe
1-RJS-525A-RJ,"-23:16:30,992","-40:48:17,351","-23,2752756","-40,8048197",SIRGAS2000,3603,Existe
1-RJS-538-RJ,"-22:05:08,139","-39:18:42,601","-22,0855942","-39,3118336",SIRGAS2000,5061,Existe
1-RJS-539-RJS,"-24:24:44,384","-42:20:23,704","-24,4123289","-42,3399178",SIRGAS2000,4552,Existe
1-RJS-542-RJ,"-24:24:44,384","-42:20:23,704","-24,4123289","-42,3399178",SIRGAS2000,4552,Existe
1-RJS-67-RJ,"-23:58:41,415","-43:23:17,830","-23,9781708","-43,3882861",SIRGAS2000,5165,Existe
1-RJS-72-RJ,"-24:05:50,868","-43:42:47,023","-24,0974633","-43,7130619",SIRGAS2000,2759,Existe
1-RJS-81-RJ,"-24:06:57,421","-43:42:59,897","-24,1159503","-43,7166381",SIRGAS2000,4395,Existe
1-RJS-99-RJ,"-23:46:06,851","-41:35:22,075","-23,7685697","-41,5894653",SIRGAS2000,4494,Existe
1-RNS-104-RN,"-04:52:58,471","-36:30:42,862","-04,8829086","-36,5119061",SIRGAS2000,4540,Existe
1-SCS-4A-SC,"-26:40:21,548","-46:54:55,085","-26,6726522","-46,9153014",SIRGAS2000,5170,Existe
1-SCS-5-SC,"-26:13:25,279","-46:19:26,012","-26,2236886","-46,3238922",SIRGAS2000,4188,Existe
1-SCS-6-PRS,"-26:25:19,436","-46:51:06,406","-26,4220656","-46,8517794",SIRGAS2000,5331,Existe
1-SCS-9A-SC,"-26:24:20,437","-46:05:40,581","-26,4056769","-46,0946058",SIRGAS2000,4395,
1-SM-1-BA,"-11:57:56,819","-38:29:28,105","-11,9657831","-38,4911403",SIRGAS2000,3510,Existe
1-SPS-10-SP,"-24:57:40,992","-44:55:37,741","-24,9613867","-44,9271503",SIRGAS2000,3953,Existe
1-SPS-11-SP,"-25:16:08,051","-45:15:29,122","-25,2689031","-45,2580894",SIRGAS2000,5151,Existe
1-SPS-12-SP,"-25:50:15,579","-45:38:02,292","-25,8376608","-45,6339700",SIRGAS2000,2127,Existe
1-SPS-14A-SP,"-25:01:34,029","-45:38:18,620","-25,0261192","-45,6385056",SIRGAS2000,4470,Existe
1-SPS-15-SPS,"-24:27:13,725","-44:20:52,858","-24,4538125","-44,3480161",SIRGAS2000,4783,Existe
1-SPS-16A-SP,"-25:16:26,576","-45:02:37,057","-25,2740489","-45,0436269",SIRGAS2000,4007,Existe
1-SPS-17-SP,"-25:34:39,852","-46:19:46,973","-25,5777367","-46,3297147",SIRGAS2000,5469,Existe
1-SPS-18-SP,"-24:35:09,640","-44:35:19,043","-24,5860111","-44,5886231",SIRGAS2000,4087,Existe
1-SPS-21-SP,"-25:18:20,435","-45:14:56,753","-25,3056764","-45,2490981",SIRGAS2000,4657,Existe
1-SPS-4A-SP,"-24:34:19,791","-45:14:50,471","-24,5721642","-45,2473531",SIRGAS2000,2855,Existe
1-SPS-5-SP,"-25:23:34,359","-45:03:53,198","-25,3928775","-45,0647772",SIRGAS2000,4441,Existe
1-SPS-6-SP,"-24:24:24,101","-44:14:08,325","-24,4066947","-44,2356458",SIRGAS2000,5595,Existe
1-SPS-8-SP,"-25:39:59,498","-45:22:56,799","-25,6665272","-45,3824442",SIRGAS2000,4374,Existe
1-SPS-9-SP,"-25:51:13,932","-45:36:35,098","-25,8538700","-45,6097494",SIRGAS2000,5003,Existe
1-TB-1-SE,"-10:52:18,256","-37:09:35,394","-10,8717378","-37,1598317",SIRGAS2000,2360,
2-RAST-2-BA,"-09:44:02,488","-38:40:53,692","-09,7340244","-38,6815811",SIRGAS2000,"3634,6",Existe
2-SJST-1-AL,"-09:56:22,413","-36:03:42,631","-09,9395592","-36,0618419",SIRGAS2000,,Existe
2-SQST-1-BA,"-10:22:01,667","-38:15:13,334","-10,3671297","-38,2537039",SIRGAS2000,"4228,8",Existe
3-BJ-3-RJS,"-10:22:01,667","-38:15:13,334","-10,3671297","-38,2537039",SIRGAS2000,"4228,8",Existe
3-BR-1-RJS,"-22:31:03,956","-40:14:11,006","-22,5177656","-40,2363906",SIRGAS2000,3170,Existe
3-BR-4-RJS,"-22:35:59,819","-40:17:51,115","-22,5999497","-40,2975319",SIRGAS2000,3012,Existe
3-BR-8-RJS,"-22:32:33,768","-40:16:24,927","-22,5427133","-40,2735908",SIRGAS2000,3400,Existe
3-CAC-4-RN,"-05:36:32,054","-37:30:20,390","-05,6089039","-37,5056639",SIRGAS2000,1961,
3-CRT-5-RJS,"-22:40:41,425","-40:15:29,901","-22,6781736","-40,2583058",SIRGAS2000,3865,Existe
3-MLS-1-RJS,"-22:29:39,155","-40:02:28,539","-22,4942097","-40,0412608",SIRGAS2000,2944,Existe
3-PIA-23-AL,"-10:23:42,362","-36:20:15,442","-10,3951006","-36,3376228",SIRGAS2000,0,Existe
3-PML-8-RN,"-04:57:58,091","-36:53:39,565","-04,9661364","-36,8943236",SIRGAS2000,1880,
3-RJS-479-RJS,"-22:31:08,417","-40:21:15,920","-22,5190047","-40,3544222",SIRGAS2000,2931,Existe
3-RJS-483A-RJS,"-22:31:36,833","-40:09:16,175","-22,5268981","-40,1544931",SIRGAS2000,3120,Existe
3-RO-2-RJS,"-21:54:10,189","-39:46:30,158","-21,9028303","-39,7750439",SIRGAS2000,3673,Existe
3-RO-5-RJS,"-21:54:24,307","-39:45:04,400","-21,9067519","-39,7512222",SIRGAS2000,3502,Existe
6-CRT-7-RJS,"-22:39:13,396","-40:11:10,031","-22,6537211","-40,1861197",SIRGAS2000,4062,Existe
6-RJS-459-RJ,"-22:36:12,567","-40:14:20,453","-22,6034908","-40,2390147",SIRGAS2000,3696,Existe
6-TM-54-AL,"-09:36:37,995","-35:45:29,199","-09,6105542","-35,7581108",SIRGAS2000,,Existe
1-BRSA-1080-CES,"-02:49:02,122","-38:36:56,000","-02,8172561","-38,6155556",SIRGAS2000,5973,
1-BRSA-114-SPS,"-25:10:56,529","-44:28:42,757","-25,1823692","-44,4785436",SIRGAS2000,5451,Existe
1-BRSA-122-RJS,"-24:36:29,987","-42:52:08,317","-24,6083297","-42,8689769",SIRGAS2000,4029,Existe
1-BRSA-124-RJS,"-24:23:15,333","-43:04:43,363","-24,3875925","-43,0787119",SIRGAS2000,5637,Existe
1-BRSA-157-RJS,"-24:28:38,156","-42:47:43,145","-24,4772656","-42,7953181",SIRGAS2000,3157,Existe
1-BRSA-53-RJS,"-24:20:35,300","-42:24:35,175","-24,3431389","-42,4097708",SIRGAS2000,4527,Existe
1-BSS-55-PRS,"-26:31:43,119","-46:52:13,061","-26,5286442","-46,8702947",SIRGAS2000,5327,Existe
1-BSS-56-BS,"-26:38:52,728","-46:52:25,655","-26,6479800","-46,8737931",SIRGAS2000,5308,Existe
1-BSS-57-BS,"-26:19:32,454","-46:46:39,357","-26,3256817","-46,7775992",SIRGAS2000,5550,Existe
1-BSS-58-PRS,"-26:38:45,634","-46:35:58,597","-26,6460094","-46,5996103",SIRGAS2000,5567,Existe
1-BSS-60-PRS,"-26:41:37,817","-46:46:04,737","-26,6938381","-46,7679825",SIRGAS2000,5688,Existe
1-BSS-62-BS,"-24:34:10,126","-44:28:43,403","-24,5694794","-44,4787231",SIRGAS2000,4781,Existe
1-BSS-63-SPS,"-25:35:10,822","-46:06:03,830","-25,5863394","-46,1010639",SIRGAS2000,5325,Existe
1-BSS-64-PRS,"-26:46:28,852","-46:46:58,692","-26,7746811","-46,7829700",SIRGAS2000,5383,Existe
1-BSS-65-SCS,"-26:52:24,678","-46:51:12,792","-26,8735217","-46,8535533",SIRGAS2000,5780,Existe
1-BSS-66-RJS,"-23:54:26,993","-42:08:43,299","-23,9074981","-42,1453608",SIRGAS2000,3417,Existe
1-BSS-67-SPS,"-25:25:37,857","-45:33:34,921","-25,4271825","-45,5597003",SIRGAS2000,5202,
1-BSS-68-SPS,"-25:52:59,388","-45:56:35,492","-25,8831633","-45,9431922",SIRGAS2000,4394,
1-BSS-70-BS,"-26:07:45,643","-46:40:30,614","-26,1293453","-46,6751706",SIRGAS2000,5517,Existe
1-BSS-75-BS,"-24:58:50,730","-44:17:03,226","-24,9807583","-44,2842294",SIRGAS2000,4814,Existe
1-BSS-76-BS,"-24:55:36,422","-44:24:48,008","-24,9267839","-44,4133356",SIRGAS2000,4833,Existe
1-CES-110-CE,"-03:07:03,284","-38:57:48,923","-03,1175789","-38,9635897",SIRGAS2000,2221,Existe
1-CES-113-CE,"-03:04:46,935","-38:51:14,867","-03,0797042","-38,8541297",SIRGAS2000,2430,Existe
1-CES-115-CE,"-03:06:20,021","-38:43:06,721","-03,1055614","-38,7185336",SIRGAS2000,3400,Existe
1-CS-1-AL,"-09:39:43,361","-35:47:42,548","-09,6620447","-35,7951522",SIRGAS2000,,Existe
1-FMT-1-BA,"-11:55:39,509","-38:28:10,155","-11,9276414","-38,4694875",SIRGAS2000,3289,Existe
1-FV-1-AL,"-09:34:01,893","-35:47:06,928","-09,5671925","-35,7852578",SIRGAS2000,,Existe
1-NI-1-SE,"-10:59:00,602","-37:16:35,024","-10,9835006","-37,2763956",SIRGAS2000,1102,Existe
1-PIA-15-AL,"-10:25:17,541","-36:24:41,733","-10,4215392","-36,4115925",SIRGAS2000,0,Existe
1-PRS-1-PR,"-25:33:23,307","-47:03:07,869","-25,5564742","-47,0521858",SIRGAS2000,4500,Existe
1-PRS-3-PR,"-26:47:04,062","-46:42:58,147","-26,7844617","-46,7161519",SIRGAS2000,5041,Existe
1-PRS-4-BS,"-26:25:08,895","-46:50:24,733","-26,4191375","-46,8402036",SIRGAS2000,4920,
1-QB-3-RN,"-05:20:31,566","-37:11:43,413","-05,3421017","-37,1953925",SIRGAS2000,1297,Existe
1-RJS-340D-RJ,"-22:30:53,628","-40:30:57,043","-22,5148967","-40,5158453",SIRGAS2000,3160,Existe
1-RJS-357-RJ,"-22:20:46,294","-39:52:03,653","-22,3461928","-39,8676814",SIRGAS2000,3713,Existe
1-RJS-358-RJ,"-22:13:11,640","-39:48:37,880","-22,2199000","-39,8105222",SIRGAS2000,3300,Existe
1-RJS-366-RJS,"-21:52:35,080","-39:50:32,182","-21,8764111","-39,8422728",SIRGAS2000,3401,Existe
1-RJS-368-RJ,"-22:01:55,277","-39:55:21,755","-22,0320214","-39,9227097",SIRGAS2000,3660,Existe
1-RJS-369-RJ,"-22:21:25,804","-40:15:22,397","-22,3571678","-40,2562214",SIRGAS2000,3370,Existe
1-RJS-370-RJ,"-21:48:40,771","-39:55:17,115","-21,8113253","-39,9214208",SIRGAS2000,3804,Existe
1-RJS-372-RJ,"-22:30:20,419","-40:26:09,917","-22,5056719","-40,4360881",SIRGAS2000,3037,Existe
1-RJS-375-RJS,"-22:10:47,055","-40:19:50,126","-22,1797375","-40,3305906",SIRGAS2000,2326,Existe
1-RJS-387-RJ,"-22:26:00,710","-40:22:14,897","-22,4335306","-40,3708047",SIRGAS2000,3450,Existe
1-RJS-389-RJS,"-22:26:17,291","-40:20:22,468","-22,4381364","-40,3395744",SIRGAS2000,3750,Existe
1-RJS-391-RJS,"-21:37:06,759","-40:41:17,783","-21,6185442","-40,6882731",SIRGAS2000,2883,Existe
1-RJS-398-RJS,"-23:56:47,435","-43:37:07,137","-23,9465097","-43,6186492",SIRGAS2000,5038,Existe
1-RJS-404-RJ,"-22:17:55,798","-40:25:16,171","-22,2988328","-40,4211586",SIRGAS2000,3605,Existe
1-RJS-405A-RJ,"-22:17:49,835","-40:27:37,129","-22,2971764","-40,4603136",SIRGAS2000,3508,Existe
1-RJS-407-RJS,"-22:23:55,860","-40:15:28,153","-22,3988500","-40,2578203",SIRGAS2000,3465,Existe
1-RJS-409-RJ,"-22:51:18,283","-40:20:40,875","-22,8550786","-40,3446875",SIRGAS2000,3550,Existe
1-RJS-412-RJS,"-22:38:28,826","-40:24:56,497","-22,6413406","-40,4156936",SIRGAS2000,3132,Existe
